ID: 100101 | 遊戲名: 日和 | Profile名: 日和 | 聲優: 東山奈央 | 種族: 獸人族 | 公會: 破曉之星
ID: 102201 | 遊戲名: 依里 | Profile名: 依里 | 聲優: 原紗友里 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 102301 | 遊戲名: 綾音 | Profile名: 綾音 | 聲優: 芹澤優 | 種族: 人族 | 公會: 咲戀育幼院
ID: 102501 | 遊戲名: 鈴莓 | Profile名: 鈴莓 | 聲優: 悠木碧 | 種族: 人族 | 公會: 咲戀育幼院
ID: 102601 | 遊戲名: 鈴 | Profile名: 鈴 | 聲優: 小岩井ことり | 種族: 獸人族 | 公會: 伊麗莎白牧場
ID: 102701 | 遊戲名: 惠理子 | Profile名: 惠理子 | 聲優: 橋本ちなみ | 種族: 魔族 | 公會: 暮光流星群
ID: 102801 | 遊戲名: 咲戀 | Profile名: 咲戀 | 聲優: 堀江由衣 | 種族: 精靈族 | 公會: 咲戀育幼院
ID: 102901 | 遊戲名: 望 | Profile名: 望 | 聲優: 日笠陽子 | 種族: 人族 | 公會: 慈樂之音
ID: 103001 | 遊戲名: 妮諾 | Profile名: 妮諾 | 聲優: 佐藤聡美 | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 103101 | 遊戲名: 忍 | Profile名: 忍 | 聲優: 大坪由佳 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 103201 | 遊戲名: 秋乃 | Profile名: 秋乃 | 聲優: 松嵜麗 | 種族: 人族 | 公會: 墨丘利財團
ID: 103301 | 遊戲名: 真陽 | Profile名: 真陽 | 聲優: 新田恵海 | 種族: 人族 | 公會: 伊麗莎白牧場
ID: 103401 | 遊戲名: 優花梨 | Profile名: 優花梨 | 聲優: 今井麻美 | 種族: 精靈族 | 公會: 墨丘利財團
ID: 103601 | 遊戲名: 鏡華 | Profile名: 鏡華 | 聲優: 小倉唯 | 種族: 精靈族 | 公會: 小小甜心
ID: 103701 | 遊戲名: 智 | Profile名: 智 | 聲優: 茅原実里 | 種族: 人族 | 公會: 王宮騎士團
ID: 103801 | 遊戲名: 栞 | Profile名: 栞 | 聲優: 小清水亜美 | 種族: 獸人族 | 公會: 伊麗莎白牧場
ID: 104001 | 遊戲名: 碧 | Profile名: 碧 | 聲優: 花澤香菜 | 種族: 精靈族 | 公會: 森林守衛
ID: 104201 | 遊戲名: 千歌 | Profile名: 千歌 | 聲優: 福原綾香 | 種族: 人族 | 公會: 慈樂之音
ID: 104301 | 遊戲名: 真琴 | Profile名: 真琴 | 聲優: 小松未可子 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 104401 | 遊戲名: 伊莉亞 | Profile名: 伊莉亞 | 聲優: 丹下桜 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 104501 | 遊戲名: 空花 | Profile名: 空花 | 聲優: 長妻樹里 | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 104601 | 遊戲名: 珠希 | Profile名: 珠希 | 聲優: 沼倉愛美 | 種族: 獸人族 | 公會: 墨丘利財團
ID: 104701 | 遊戲名: 純 | Profile名: 純 | 聲優: 川澄綾子 | 種族: 人族 | 公會: 王宮騎士團
ID: 104801 | 遊戲名: 美冬 | Profile名: 美冬 | 聲優: 田所あずさ | 種族: 人族 | 公會: 墨丘利財團
ID: 104901 | 遊戲名: 靜流 | Profile名: 靜流 | 聲優: 生天目仁美 | 種族: 人族 | 公會: 拉比林斯
ID: 105001 | 遊戲名: 美咲 | Profile名: 美咲 | 聲優: 久野美咲 | 種族: 魔族 | 公會: 月光學院
ID: 105101 | 遊戲名: 深月 | Profile名: 深月 | 聲優: 三石琴乃 | 種族: 人族 | 公會: 暮光流星群
ID: 105201 | 遊戲名: 莉瑪 | Profile名: 莉瑪 | 聲優: 徳井青空 | 種族: 獸人族 | 公會: 伊麗莎白牧場
ID: 105301 | 遊戲名: 莫妮卡 | Profile名: 莫妮卡 | 聲優: 辻あゆみ | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 105401 | 遊戲名: 紡希 | Profile名: 紡希 | 聲優: 木戸衣吹 | 種族: 人族 | 公會: 慈樂之音
ID: 105501 | 遊戲名: 步未 | Profile名: 步未 | 聲優: 大関英里 | 種族: 精靈族 | 公會: 純白之翼 蘭德索爾分部
ID: 105601 | 遊戲名: 流夏 | Profile名: 流夏 | 聲優: 佐藤利奈 | 種族: 人族 | 公會: 暮光流星群
ID: 105701 | 遊戲名: 吉塔 | Profile名: 吉塔 | 聲優: 金元寿子 | 種族: 人族 | 公會: ？？？
ID: 105801 | 遊戲名: 貪吃佩可 | Profile名: 貪吃佩可 | 聲優: M・A・O | 種族: 人族 | 公會: 美食殿堂
ID: 105901 | 遊戲名: 可可蘿 | Profile名: 可可蘿 | 聲優: 伊藤美来 | 種族: 精靈族 | 公會: 美食殿堂
ID: 106001 | 遊戲名: 凱留 | Profile名: 凱留 | 聲優: 立花理香 | 種族: 獸人族 | 公會: 美食殿堂
ID: 106101 | 遊戲名: 矛依未 | Profile名: 矛依未 | 聲優: 潘めぐみ | 種族: 人族 | 公會: ？？？
ID: 106301 | 遊戲名: 亞里莎 | Profile名: 亞里莎 | 聲優: 優木かな | 種族: 精靈族 | 公會: ？？？
ID: 106401 | 遊戲名: 雪菲 | Profile名: 雪菲 | 聲優: 近藤玲奈 | 種族: 龍人族 | 公會: 美食殿堂
ID: 106501 | 遊戲名: 嘉夜 | Profile名: 嘉夜 | 聲優: 小市眞琴 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 106601 | 遊戲名: 祈梨 | Profile名: 祈梨 | 聲優: 藤田茜 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 106701 | 遊戲名: 帆稀 | Profile名: 帆稀 | 聲優: 大西沙織 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 106801 | 遊戲名: 拉比林斯達 | Profile名: 拉比林斯達 | 聲優: 沢城みゆき | 種族: 人族 | 公會: 拉比林斯
ID: 106901 | 遊戲名: 霸瞳皇帝 | Profile名: 霸瞳皇帝 | 聲優: 蒼井翔太 | 種族: 獸人族 | 公會: ？？？
ID: 107001 | 遊戲名: 似似花 | Profile名: 似似花 | 聲優: 井口裕香 | 種族: 精靈族 | 公會: ？？？
ID: 107101 | 遊戲名: 克莉絲提娜 | Profile名: 克莉絲提娜 | 聲優: たかはし智秋 | 種族: 人族 | 公會: 王宮騎士團
ID: 107501 | 遊戲名: 貪吃佩可（夏日） | Profile名: 貪吃佩可（夏日） | 聲優: M・A・O | 種族: 人族 | 公會: 美食殿堂
ID: 107601 | 遊戲名: 可可蘿（夏日） | Profile名: 可可蘿（夏日） | 聲優: 伊藤美来 | 種族: 精靈族 | 公會: 美食殿堂
ID: 107701 | 遊戲名: 鈴莓（夏日） | Profile名: 鈴莓（夏日） | 聲優: 悠木碧 | 種族: 人族 | 公會: 咲戀育幼院
ID: 107801 | 遊戲名: 凱留（夏日） | Profile名: 凱留（夏日） | 聲優: 立花理香 | 種族: 獸人族 | 公會: 美食殿堂
ID: 107901 | 遊戲名: 珠希（夏日） | Profile名: 珠希（夏日） | 聲優: 沼倉愛美 | 種族: 獸人族 | 公會: 墨丘利財團
ID: 108001 | 遊戲名: 美冬（夏日） | Profile名: 美冬（夏日） | 聲優: 田所あずさ | 種族: 人族 | 公會: 墨丘利財團
ID: 108101 | 遊戲名: 忍（萬聖節） | Profile名: 忍（萬聖節） | 聲優: 大坪由佳 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 108201 | 遊戲名: 宮子（萬聖節） | Profile名: 宮子（萬聖節） | 聲優: 雨宮天 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 108301 | 遊戲名: 美咲（萬聖節） | Profile名: 美咲（萬聖節） | 聲優: 久野美咲 | 種族: 魔族 | 公會: 月光學院
ID: 108401 | 遊戲名: 千歌（聖誕節） | Profile名: 千歌（聖誕節） | 聲優: 福原綾香 | 種族: 人族 | 公會: 慈樂之音
ID: 108501 | 遊戲名: 胡桃（聖誕節） | Profile名: 胡桃（聖誕節） | 聲優: 植田佳奈 | 種族: 人族 | 公會: 咲戀育幼院
ID: 108601 | 遊戲名: 綾音（聖誕節） | Profile名: 綾音（聖誕節） | 聲優: 芹澤優 | 種族: 人族 | 公會: 咲戀育幼院
ID: 108701 | 遊戲名: 日和（新年） | Profile名: 日和（新年） | 聲優: 東山奈央 | 種族: 獸人族 | 公會: 破曉之星
ID: 108801 | 遊戲名: 優衣（新年） | Profile名: 優衣（新年） | 聲優: 種田梨沙 | 種族: 人族 | 公會: 破曉之星
ID: 108901 | 遊戲名: 怜（新年） | Profile名: 怜（新年） | 聲優: 早見沙織 | 種族: 魔族 | 公會: 破曉之星
ID: 109001 | 遊戲名: 惠理子（情人節） | Profile名: 惠理子（情人節） | 聲優: 橋本ちなみ | 種族: 魔族 | 公會: 暮光流星群
ID: 109101 | 遊戲名: 靜流（情人節） | Profile名: 靜流（情人節） | 聲優: 生天目仁美 | 種族: 人族 | 公會: 拉比林斯
ID: 109201 | 遊戲名: 安 | Profile名: 安 | 聲優: 日笠陽子 | 種族: 人族 | 公會: ？？？
ID: 109301 | 遊戲名: 露 | Profile名: 露 | 聲優: こやまきみこ | 種族: 人族 | 公會: ？？？
ID: 109401 | 遊戲名: 古蕾婭 | Profile名: 古蕾婭 | 聲優: 福原綾香 | 種族: 半人半龍 | 公會: ？？？
ID: 109501 | 遊戲名: 空花（大江戶） | Profile名: 空花（大江戶） | 聲優: 長妻樹里 | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 109601 | 遊戲名: 妮諾（大江戶） | Profile名: 妮諾（大江戶） | 聲優: 佐藤聡美 | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 109701 | 遊戲名: 雷姆 | Profile名: 雷姆 | 聲優: 水瀬いのり | 種族: 鬼族 | 公會: ？？？
ID: 109801 | 遊戲名: 拉姆 | Profile名: 拉姆 | 聲優: 村川梨衣 | 種族: 鬼族 | 公會: ？？？
ID: 109901 | 遊戲名: 愛蜜莉雅 | Profile名: 愛蜜莉雅 | 聲優: 高橋李依 | 種族: 半妖精族 | 公會: ？？？
ID: 110001 | 遊戲名: 鈴奈（夏日） | Profile名: 鈴奈（夏日） | 聲優: 上坂すみれ | 種族: 魔族 | 公會: 月光學院
ID: 110101 | 遊戲名: 伊緒（夏日） | Profile名: 伊緒（夏日） | 聲優: 伊藤静 | 種族: 魔族 | 公會: 月光學院
ID: 110201 | 遊戲名: 美咲（夏日） | Profile名: 美咲（夏日） | 聲優: 久野美咲 | 種族: 魔族 | 公會: 月光學院
ID: 110301 | 遊戲名: 咲戀（夏日） | Profile名: 咲戀（夏日） | 聲優: 堀江由衣 | 種族: 精靈族 | 公會: 咲戀育幼院
ID: 110401 | 遊戲名: 真琴（夏日） | Profile名: 真琴（夏日） | 聲優: 小松未可子 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 110501 | 遊戲名: 香織（夏日） | Profile名: 香織（夏日） | 聲優: 高森奈津美 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 110601 | 遊戲名: 真步（夏日） | Profile名: 真步（夏日） | 聲優: 内田真礼 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 110701 | 遊戲名: 碧（插班生） | Profile名: 碧（插班生） | 聲優: 花澤香菜 | 種族: 精靈族 | 公會: 森林守衛
ID: 110801 | 遊戲名: 克蘿依 | Profile名: 克蘿依 | 聲優: 種﨑敦美 | 種族: 精靈族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 110901 | 遊戲名: 琪愛兒 | Profile名: 琪愛兒 | 聲優: 佐倉綾音 | 種族: 人族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 111001 | 遊戲名: 優妮 | Profile名: 優妮 | 聲優: 小原好美 | 種族: 人族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 111101 | 遊戲名: 鏡華（萬聖節） | Profile名: 鏡華（萬聖節） | 聲優: 小倉唯 | 種族: 精靈族 | 公會: 小小甜心
ID: 111201 | 遊戲名: 禊（萬聖節） | Profile名: 禊（萬聖節） | 聲優: 諸星すみれ | 種族: 人族 | 公會: 小小甜心
ID: 111301 | 遊戲名: 美美（萬聖節） | Profile名: 美美（萬聖節） | 聲優: 日高里菜 | 種族: 獸人族 | 公會: 小小甜心
ID: 111401 | 遊戲名: 露娜 | Profile名: 露娜 | 聲優: 小倉唯 | 種族: 人族 | 公會: ？？？
ID: 111501 | 遊戲名: 克莉絲提娜（聖誕節） | Profile名: 克莉絲提娜（聖誕節） | 聲優: たかはし智秋 | 種族: 人族 | 公會: 王宮騎士團
ID: 111601 | 遊戲名: 望（聖誕節） | Profile名: 望（聖誕節） | 聲優: 日笠陽子 | 種族: 人族 | 公會: 慈樂之音
ID: 111701 | 遊戲名: 伊莉亞（聖誕節） | Profile名: 伊莉亞（聖誕節） | 聲優: 丹下桜 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 111801 | 遊戲名: 貪吃佩可（新年） | Profile名: 貪吃佩可（新年） | 聲優: M・A・O | 種族: 人族 | 公會: 美食殿堂
ID: 111901 | 遊戲名: 可可蘿（新年） | Profile名: 可可蘿（新年） | 聲優: 伊藤美来 | 種族: 精靈族 | 公會: 美食殿堂
ID: 112001 | 遊戲名: 凱留（新年） | Profile名: 凱留（新年） | 聲優: 立花理香 | 種族: 獸人族 | 公會: 美食殿堂
ID: 112101 | 遊戲名: 鈴莓（新年） | Profile名: 鈴莓（新年） | 聲優: 悠木碧 | 種族: 人族 | 公會: 咲戀育幼院
ID: 112201 | 遊戲名: 霞（魔法少女） | Profile名: 霞（魔法少女） | 聲優: 水瀬いのり | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 112301 | 遊戲名: 栞（魔法少女） | Profile名: 栞（魔法少女） | 聲優: 小清水亜美 | 種族: 獸人族 | 公會: 伊麗莎白牧場
ID: 112401 | 遊戲名: 卯月（NGs） | Profile名: 卯月（NGs） | 聲優: 大橋彩香 | 種族: 人族 | 公會: new generations
ID: 112501 | 遊戲名: 凜（NGs） | Profile名: 凜（NGs） | 聲優: 福原綾香 | 種族: 人族 | 公會: new generations
ID: 112601 | 遊戲名: 未央（NGs） | Profile名: 未央（NGs） | 聲優: 原紗友里 | 種族: 人族 | 公會: new generations
ID: 112701 | 遊戲名: 鈴（遊俠） | Profile名: 鈴（遊俠） | 聲優: 小岩井ことり | 種族: 獸人族 | 公會: 伊麗莎白牧場
ID: 112801 | 遊戲名: 真陽（遊俠） | Profile名: 真陽（遊俠） | 聲優: 新田恵海 | 種族: 人族 | 公會: 伊麗莎白牧場
ID: 112901 | 遊戲名: 璃乃（奇幻） | Profile名: 璃乃（奇幻） | 聲優: 阿澄佳奈 | 種族: 人族 | 公會: 拉比林斯
ID: 113001 | 遊戲名: 步未（奇幻） | Profile名: 步未（奇幻） | 聲優: 大関英里 | 種族: 精靈族 | 公會: 純白之翼 蘭德索爾分部
ID: 113101 | 遊戲名: 流夏（夏日） | Profile名: 流夏（夏日） | 聲優: 佐藤利奈 | 種族: 人族 | 公會: 暮光流星群
ID: 113201 | 遊戲名: 杏奈（夏日） | Profile名: 杏奈（夏日） | 聲優: 髙野麻美 | 種族: 魔族 | 公會: 暮光流星群
ID: 113301 | 遊戲名: 七七香（夏日） | Profile名: 七七香（夏日） | 聲優: 佳村はるか | 種族: 魔族 | 公會: 暮光流星群
ID: 113401 | 遊戲名: 初音（夏日） | Profile名: 初音（夏日） | 聲優: 大橋彩香 | 種族: 精靈族 | 公會: 森林守衛
ID: 113501 | 遊戲名: 美里（夏日） | Profile名: 美里（夏日） | 聲優: 國府田マリ子 | 種族: 精靈族 | 公會: 森林守衛
ID: 113601 | 遊戲名: 純（夏日） | Profile名: 純（夏日） | 聲優: 川澄綾子 | 種族: 人族 | 公會: 王宮騎士團
ID: 113701 | 遊戲名: 茜里（天使） | Profile名: 茜里（天使） | 聲優: 浅倉杏美 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 113801 | 遊戲名: 依里（天使） | Profile名: 依里（天使） | 聲優: 原紗友里 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 113901 | 遊戲名: 紡希（萬聖節） | Profile名: 紡希（萬聖節） | 聲優: 木戸衣吹 | 種族: 人族 | 公會: 慈樂之音
ID: 114001 | 遊戲名: 怜（萬聖節） | Profile名: 怜（萬聖節） | 聲優: 早見沙織 | 種族: 魔族 | 公會: 破曉之星
ID: 114101 | 遊戲名: 茉莉（萬聖節） | Profile名: 茉莉（萬聖節） | 聲優: 下田麻美 | 種族: 獸人族 | 公會: 王宮騎士團
ID: 114201 | 遊戲名: 莫妮卡（魔法少女） | Profile名: 莫妮卡（魔法少女） | 聲優: 辻あゆみ | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 114301 | 遊戲名: 智（魔法少女） | Profile名: 智（魔法少女） | 聲優: 茅原実里 | 種族: 人族 | 公會: 王宮騎士團
ID: 114401 | 遊戲名: 秋乃（聖誕節） | Profile名: 秋乃（聖誕節） | 聲優: 松嵜麗 | 種族: 人族 | 公會: 墨丘利財團
ID: 114501 | 遊戲名: 咲戀（聖誕節） | Profile名: 咲戀（聖誕節） | 聲優: 堀江由衣 | 種族: 精靈族 | 公會: 咲戀育幼院
ID: 114601 | 遊戲名: 優花梨（聖誕節） | Profile名: 優花梨（聖誕節） | 聲優: 今井麻美 | 種族: 精靈族 | 公會: 墨丘利財團
ID: 114701 | 遊戲名: 矛依未（新年） | Profile名: 矛依未（新年） | 聲優: 潘めぐみ | 種族: 人族 | 公會: ？？？
ID: 115001 | 遊戲名: 似似花（新年） | Profile名: 似似花（新年） | 聲優: 井口裕香 | 種族: 精靈族 | 公會: ？？？
ID: 115501 | 遊戲名: 可可蘿（祭服） | Profile名: 可可蘿（祭服） | 聲優: 伊藤美来 | 種族: 精靈族 | 公會: 美食殿堂
ID: 115601 | 遊戲名: 優衣（祭服） | Profile名: 優衣（祭服） | 聲優: 種田梨沙 | 種族: 人族 | 公會: 破曉之星
ID: 115701 | 遊戲名: 霞（夏日） | Profile名: 霞（夏日） | 聲優: 水瀬いのり | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 115801 | 遊戲名: 莉瑪（灰姑娘） | Profile名: 莉瑪（灰姑娘） | 聲優: 徳井青空 | 種族: 獸人族 | 公會: 伊麗莎白牧場
ID: 115901 | 遊戲名: 真琴（灰姑娘） | Profile名: 真琴（灰姑娘） | 聲優: 小松未可子 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 116001 | 遊戲名: 真步（灰姑娘） | Profile名: 真步（灰姑娘） | 聲優: 内田真礼 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 116201 | 遊戲名: 克蘿依（聖學祭） | Profile名: 克蘿依（聖學祭） | 聲優: 種﨑敦美 | 種族: 精靈族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 116301 | 遊戲名: 琪愛兒（聖學祭） | Profile名: 琪愛兒（聖學祭） | 聲優: 佐倉綾音 | 種族: 人族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 116401 | 遊戲名: 優妮（聖學祭） | Profile名: 優妮（聖學祭） | 聲優: 小原好美 | 種族: 人族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 116501 | 遊戲名: 祈梨（時空旅行） | Profile名: 祈梨（時空旅行） | 聲優: 藤田茜 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 116601 | 遊戲名: 嘉夜（時空旅行） | Profile名: 嘉夜（時空旅行） | 聲優: 小市眞琴 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 116701 | 遊戲名: 碧（工作服） | Profile名: 碧（工作服） | 聲優: 花澤香菜 | 種族: 精靈族 | 公會: 森林守衛
ID: 116801 | 遊戲名: 珠希（工作服） | Profile名: 珠希（工作服） | 聲優: 沼倉愛美 | 種族: 獸人族 | 公會: 墨丘利財團
ID: 116901 | 遊戲名: 美冬（工作服） | Profile名: 美冬（工作服） | 聲優: 田所あずさ | 種族: 人族 | 公會: 墨丘利財團
ID: 117001 | 遊戲名: 惠理子（夏日） | Profile名: 惠理子（夏日） | 聲優: 橋本ちなみ | 種族: 魔族 | 公會: 暮光流星群
ID: 117101 | 遊戲名: 靜流（夏日） | Profile名: 靜流（夏日） | 聲優: 生天目仁美 | 種族: 人族 | 公會: 拉比林斯
ID: 117201 | 遊戲名: 望（夏日） | Profile名: 望（夏日） | 聲優: 日笠陽子 | 種族: 人族 | 公會: 慈樂之音
ID: 117301 | 遊戲名: 千歌（夏日） | Profile名: 千歌（夏日） | 聲優: 福原綾香 | 種族: 人族 | 公會: 慈樂之音
ID: 117401 | 遊戲名: 紡希（夏日） | Profile名: 紡希（夏日） | 聲優: 木戸衣吹 | 種族: 人族 | 公會: 慈樂之音
ID: 117501 | 遊戲名: 深月（大江戶） | Profile名: 深月（大江戶） | 聲優: 三石琴乃 | 種族: 人族 | 公會: 暮光流星群
ID: 117601 | 遊戲名: 雪（大江戶） | Profile名: 雪（大江戶） | 聲優: 大空直美 | 種族: 精靈族 | 公會: 純白之翼 蘭德索爾分部
ID: 117701 | 遊戲名: 香織（萬聖節） | Profile名: 香織（萬聖節） | 聲優: 高森奈津美 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 117801 | 遊戲名: 妮諾（萬聖節） | Profile名: 妮諾（萬聖節） | 聲優: 佐藤聡美 | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 117901 | 遊戲名: 鈴奈（萬聖節） | Profile名: 鈴奈（萬聖節） | 聲優: 上坂すみれ | 種族: 魔族 | 公會: 月光學院
ID: 118001 | 遊戲名: 克蕾琪塔 | Profile名: 克蕾琪塔 | 聲優: Lynn | 種族: 人族 | 公會: 里士滿工商會
ID: 118101 | 遊戲名: 蘭法 | Profile名: 蘭法 | 聲優: 原田彩楓 | 種族: 魔族 | 公會: 憤怒‧軍團
ID: 118201 | 遊戲名: 美空 | Profile名: 美空 | 聲優: 鬼頭明里 | 種族: 人族 | 公會: 憤怒‧軍團
ID: 118301 | 遊戲名: 初音（初音＆栞） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 118401 | 遊戲名: 栞（初音＆栞） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 118501 | 遊戲名: 花凜 | Profile名: 花凜 | 聲優: 洲崎綾 | 種族: 人族 | 公會: ？？？
ID: 118601 | 遊戲名: 涅比亞 | Profile名: 涅比亞 | 聲優: 相坂優歌 | 種族: ？？？ | 公會: ？？？
ID: 119001 | 遊戲名: 伊緒（黑暗） | Profile名: 伊緒（黑暗） | 聲優: 伊藤静 | 種族: 魔族 | 公會: 月光學院
ID: 119101 | 遊戲名: 空花（黑暗） | Profile名: 空花（黑暗） | 聲優: 長妻樹里 | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 119201 | 遊戲名: 真陽（聖誕節） | Profile名: 真陽（聖誕節） | 聲優: 新田恵海 | 種族: 人族 | 公會: 伊麗莎白牧場
ID: 119301 | 遊戲名: 璃乃（聖誕節） | Profile名: 璃乃（聖誕節） | 聲優: 阿澄佳奈 | 種族: 人族 | 公會: 拉比林斯
ID: 119401 | 遊戲名: 貪吃佩可 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 119501 | 遊戲名: 可可蘿 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 119601 | 遊戲名: 凱留 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 119701 | 遊戲名: 雪菲 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 119901 | 遊戲名: 宮子（聖誕節） | Profile名: 宮子（聖誕節） | 聲優: 雨宮天 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 120001 | 遊戲名: 靜流（黑暗） | Profile名: 靜流（黑暗） | 聲優: 生天目仁美 | 種族: 人族 | 公會: 拉比林斯
ID: 120101 | 遊戲名: 伊緒（黑暗） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 120201 | 遊戲名: 空花（黑暗） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 120301 | 遊戲名: 靜流（黑暗） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 120401 | 遊戲名: 美美（小小甜心） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 120501 | 遊戲名: 禊（小小甜心） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 120601 | 遊戲名: 鏡華（小小甜心） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 120701 | 遊戲名: 雪菲（新年） | Profile名: 雪菲（新年） | 聲優: 近藤玲奈 | 種族: 龍人族 | 公會: 美食殿堂
ID: 120801 | 遊戲名: 流夏（新年） | Profile名: 流夏（新年） | 聲優: 佐藤利奈 | 種族: 人族 | 公會: 暮光流星群
ID: 120901 | 遊戲名: 伊莉亞（新年） | Profile名: 伊莉亞（新年） | 聲優: 丹下桜 | 種族: 魔族 | 公會: 惡魔偽王國軍
